content,score,clean
NOTIFIKASI GANGGUUUUUUUUUHHYU,1,notifikasi gangguuuuuuuuuhhyu
mantul 👍,5,mantul 
oke good,5,oke good
"aman,nyaman,tepat waktu",5,amannyamantepat waktu
bagus2 saya suka,5,bagus saya suka
sebenarnya ada bbrp driver yg buat kecewa ...apalagi klw kita Uda nunggu lama ni tiba2 d bilang cancel .d stu but palaknya Krn ngak dari awal JD bisa cari yg lain. itu aja sih.tp wlpun gtu tp ttp LBH banyak yg baik ya. saran AQ sih ttp d perbaiki . .klw bisa pelayanan sempurna knpa ngak iya kan . .klw bagus pelayanan jgn bintang 🌟tips aja kurasa custumer itu ngak ruginya kasihnya tp klw bisa driver2nya perlu jg d edukasi tentang bagaimana sikap rmah tamah G BAU ..g JOROK .dan berantakan .,5,sebenarnya ada bbrp driver yg buat kecewa apalagi klw kita uda nunggu lama ni tiba d bilang cancel d stu but palaknya krn ngak dari awal jd bisa cari yg lain itu aja sihtp wlpun gtu tp ttp lbh banyak yg baik ya saran aq sih ttp d perbaiki  klw bisa pelayanan sempurna knpa ngak iya kan  klw bagus pelayanan jgn bintang tips aja kurasa custumer itu ngak ruginya kasihnya tp klw bisa drivernya perlu jg d edukasi tentang bagaimana sikap rmah tamah g bau g jorok dan berantakan 
ok bgt,5,ok bgt
"Tolong di perbaiki, ini entah dari rating driver ke saya atau gimana (saya kurang tahu, saya sering sekali kasih driver 5 bintang) tapi hari ini ngebuat saya sulit dapat driver padahal ga hujan atau apapun juga tidak dapat², sudah lebih dari 2 jam saya nunggu, saya sempatin untuk off dan nunggu beberapa jam untuk mengira mungkin cuaca sebelumnya hujan, namun setelah hujan sudah reda dan sudah tidak hujan lagi justru saya tetep tidak dapat driver untuk pulang. Bagaimana ini admin gojek (?)",2,tolong di perbaiki ini entah dari rating driver ke saya atau gimana saya kurang tahu saya sering sekali kasih driver  bintang tapi hari ini ngebuat saya sulit dapat driver padahal ga hujan atau apapun juga tidak dapat sudah lebih dari  jam saya nunggu saya sempatin untuk off dan nunggu beberapa jam untuk mengira mungkin cuaca sebelumnya hujan namun setelah hujan sudah reda dan sudah tidak hujan lagi justru saya tetep tidak dapat driver untuk pulang bagaimana ini admin gojek 
one stop super apps yg ngelonin parah.. bikin malas tambah malas,5,one stop super apps yg ngelonin parah bikin malas tambah malas
Harusnya ada opsi pembatalan bagi pembeli jika pesanannya terlalu lama,1,harusnya ada opsi pembatalan bagi pembeli jika pesanannya terlalu lama
Aplikasi sangat membantu kebutuhan sehari².,5,aplikasi sangat membantu kebutuhan sehari
"bintang satu bgt pdhl posisi mau hujan tp gada yg ngambil orderan uda beberapa kali coba pas ada yang nerima ga gerak sama sekali sampe 10 menitan, alhasil saya cancel coba order lagi gada yang Nerima padahal posisi pada Deket dari posisi saya.",1,bintang satu bgt pdhl posisi mau hujan tp gada yg ngambil orderan uda beberapa kali coba pas ada yang nerima ga gerak sama sekali sampe  menitan alhasil saya cancel coba order lagi gada yang nerima padahal posisi pada deket dari posisi saya
pacar saya nyasar karena kamu,1,pacar saya nyasar karena kamu
verri good,5,verri good
"makin kesini makin ga jelas driver sulit padahal ga ujan, argo makin mahal",1,makin kesini makin ga jelas driver sulit padahal ga ujan argo makin mahal
baru pertama kalinya pemesanan gofood.... ternyata mudah👍,5,baru pertama kalinya pemesanan gofood ternyata mudah
"driver banyak nolak, sudah prioritas. chat tidak ada respon.",1,driver banyak nolak sudah prioritas chat tidak ada respon
"Setiap beli makanan pasti susah dapet driver itu bukan sekali dua kali, bener² di bikin nunggu bisa 1jam lebihh",1,setiap beli makanan pasti susah dapet driver itu bukan sekali dua kali bener di bikin nunggu bisa jam lebihh
lumayan,4,lumayan
drivernya pemalas semua nggak ada yang mau ambil pesenan terutama saat sudah maghrib,1,drivernya pemalas semua nggak ada yang mau ambil pesenan terutama saat sudah maghrib
okay,5,okay
"Aplikasi aneh. Pesan GoCar 3x cancel sendiri padahal driver sudah dekat. Saya sampai kena peringatan. Pesan GoFood malah order di resto yg sebelumnya padahal sudah klik order di resto lain yg juga udah pilih menu & voucher. Awalnya saya ingin kembali setelah dari Grab & Shopee, ternyata makin buruk. Aplikasi yang merugikan. Jadi semakin yakin untuk tidak pakai dan tidak rekomendasikan",1,aplikasi aneh pesan gocar x cancel sendiri padahal driver sudah dekat saya sampai kena peringatan pesan gofood malah order di resto yg sebelumnya padahal sudah klik order di resto lain yg juga udah pilih menu  voucher awalnya saya ingin kembali setelah dari grab  shopee ternyata makin buruk aplikasi yang merugikan jadi semakin yakin untuk tidak pakai dan tidak rekomendasikan
cepat dan antarnya tepat waktu,5,cepat dan antarnya tepat waktu
aplikasi tolo,1,aplikasi tolo
aplikasi ini sangat bagus sekali,5,aplikasi ini sangat bagus sekali
"sriuz dah, klo ujan dsb, d kritik ny buat yg hemat.. susah nyantol driver nya",2,sriuz dah klo ujan dsb d kritik ny buat yg hemat susah nyantol driver nya
saya beri lima untuk mendukung para pejuang demi diri sendiri atau pun demi keluarga,5,saya beri lima untuk mendukung para pejuang demi diri sendiri atau pun demi keluarga
Alhamdulillah...mantaaapp...bisa diandalkan...,5,alhamdulillahmantaaappbisa diandalkan
pelayanannya oke,5,pelayanannya oke
"aplikasi sangat lambat.... Driver dipaksa ikut daftar program di aplikasi,buat apa???😤🤧😡😠🤧😤",1,aplikasi sangat lambat driver dipaksa ikut daftar program di aplikasibuat apa
Baguss,5,baguss
sangat bermanfaat,5,sangat bermanfaat
lama bener dapet pengemudinya klo ujan burik,1,lama bener dapet pengemudinya klo ujan burik
bagus apk nya,5,bagus apk nya
baik drivernya ramah,5,baik drivernya ramah
good sekali,5,good sekali
gojek mantab,5,gojek mantab
"bagus banget aplikasinya , menurut aku lengkap terus ada catatan pengeluaran kita , aku rekomen bgt buat kalian",5,bagus banget aplikasinya  menurut aku lengkap terus ada catatan pengeluaran kita  aku rekomen bgt buat kalian
"tolong ini kenapa klo di pesan rutenya dikasi yang paling lama, driver juga pada jauh2",2,tolong ini kenapa klo di pesan rutenya dikasi yang paling lama driver juga pada jauh
"gua tiidak dapat login ke akun gua setelah gua hapus apknya dan di dalam terdapat saldo gua,kalo apknya bakal ngerampok mah gua kaga bakal naro duit disitu gua udah kegitu min belom di tanggalin juga udah tiga hari",1,gua tiidak dapat login ke akun gua setelah gua hapus apknya dan di dalam terdapat saldo guakalo apknya bakal ngerampok mah gua kaga bakal naro duit disitu gua udah kegitu min belom di tanggalin juga udah tiga hari
"aplikasi untuk orang pemalas keluar, seperti sayaa heheh",5,aplikasi untuk orang pemalas keluar seperti sayaa heheh
memudahkan untuk aktivitas jauh hari hari seperti jemput sekolah 👍👍👍,5,memudahkan untuk aktivitas jauh hari hari seperti jemput sekolah 
oke lah,4,oke lah
"tolong dong, Kalo daftar Go mart dimudahin, Masa Beli rokok aja ribet harus ke web pdahal udh ada aplikasi. Dan juga, kenapa barang selalu terbatas di go mart, Sering baylnyak kosong. Thanks",3,tolong dong kalo daftar go mart dimudahin masa beli rokok aja ribet harus ke web pdahal udh ada aplikasi dan juga kenapa barang selalu terbatas di go mart sering baylnyak kosong thanks
Cuma kadang kadang agak susah nyarinya krn kurang personilnya👍👍🙏,5,cuma kadang kadang agak susah nyarinya krn kurang personilnya
banyak diskonnya,5,banyak diskonnya
pelayanan sangat baik👍😊,5,pelayanan sangat baik
alhamdulillah semenjak ada aplikasi gojek sgla kbutuhan ku dlm prjlanan jdi lbh mudah dn selalu aman. trimakasih gojek d setiap driver yg ku trima selalu baik.🙏,5,alhamdulillah semenjak ada aplikasi gojek sgla kbutuhan ku dlm prjlanan jdi lbh mudah dn selalu aman trimakasih gojek d setiap driver yg ku trima selalu baik
Bauk mantab,5,bauk mantab
saya suka belanja di gofood tetapi promo nya kurang menarik,4,saya suka belanja di gofood tetapi promo nya kurang menarik
"gofood lama banget proses mesan makanannya, susah driver.",1,gofood lama banget proses mesan makanannya susah driver
mantappppp,5,mantappppp
cepat,5,cepat
Selama ini ok2 saja,5,selama ini ok saja
(********0101) nomor lama sudah mati karena telat isi pulsa tetapi WA masih nomor lama yang tarkait gojek bos (********0101) dan email nya sudah hilang dan tidak bisa login email dan dapat kan otp login.. dan saya baru saja mengirim uang ke nomor ya lama sekitar RP. 806.000 apa kah ada solusi min supaya saya bisa login?,3, nomor lama sudah mati karena telat isi pulsa tetapi wa masih nomor lama yang tarkait gojek bos  dan email nya sudah hilang dan tidak bisa login email dan dapat kan otp login dan saya baru saja mengirim uang ke nomor ya lama sekitar rp  apa kah ada solusi min supaya saya bisa login
bagussss,5,bagussss
Keren...,4,keren
keren level dewa,5,keren level dewa
"banyak sekali driver yang nerima orderan abis itu complain jauh dan minta d batalin,,dah makin gilak kurasa",3,banyak sekali driver yang nerima orderan abis itu complain jauh dan minta d batalindah makin gilak kurasa
biaya penanganan di gofood gak ngotak. belanja 50k biaya penanganan 20k. belum dikenakan biaya ongkir dan lain lain,3,biaya penanganan di gofood gak ngotak belanja k biaya penanganan k belum dikenakan biaya ongkir dan lain lain
cepat dan tepat,5,cepat dan tepat
kalo ngasih orderan yg bener jek masa jarak pickup sampai 4km yg bener aja nganter 2-3km,1,kalo ngasih orderan yg bener jek masa jarak pickup sampai km yg bener aja nganter km
Praktis,5,praktis
ok,4,ok
"Menurutku ini hancur banget dan kecewa banget parah, padahal saya tidak ada niatan menggunakan voucher promo diskon hingga Rp. 10.000 diaplikasinya, padahal saya ingin menggunakan promo diskon gopay yang Rp.8.000. Terus""an saya buat laporan sampai sekarang tanggapannya benar"" kecewa banget masa gak bisa pengembalian dana walaupun tidak disengaja dan padahal itu juga terjadi kesalahan teknis. Ayolahh Gojek indonesia bantu lah ini hanya kesalahan teknis.",2,menurutku ini hancur banget dan kecewa banget parah padahal saya tidak ada niatan menggunakan voucher promo diskon hingga rp  diaplikasinya padahal saya ingin menggunakan promo diskon gopay yang rp terusan saya buat laporan sampai sekarang tanggapannya benar kecewa banget masa gak bisa pengembalian dana walaupun tidak disengaja dan padahal itu juga terjadi kesalahan teknis ayolahh gojek indonesia bantu lah ini hanya kesalahan teknis
"aplikasi gila,di daftar gak bisa, harus nunggu 30 jam",1,aplikasi giladi daftar gak bisa harus nunggu  jam
mantap sekali kaka 😂😂😂😂,5,mantap sekali kaka 
respon terhadap komplain pelanggan sangat lambat dan tidak ada informasi yang jelas,2,respon terhadap komplain pelanggan sangat lambat dan tidak ada informasi yang jelas
gojek ongkir mahal dan anter lama Hi guys muda mudi ibu hot ibu muda dan anak-anak yuk ramaikan city plaza mall kita Bumi tangerang barat. murah murah tiap senin sampai Jumat pagi siang sore hari kalo malam sama minggu mahal guys.ada bioskop🎦🎬🎥 ada tempat superindo hokben bermain🎮 👶anak dan tempat selingkuh seruu eh kalo parkir🅿 motor sebelah pintu masuk city plaza mall murah 3000 masuk ke gapura warna ungu jangan parkir motor di dalam mall mahal ribet pake STNK,1,gojek ongkir mahal dan anter lama hi guys muda mudi ibu hot ibu muda dan anakanak yuk ramaikan city plaza mall kita bumi tangerang barat murah murah tiap senin sampai jumat pagi siang sore hari kalo malam sama minggu mahal guysada bioskop ada tempat superindo hokben bermain anak dan tempat selingkuh seruu eh kalo parkir motor sebelah pintu masuk city plaza mall murah  masuk ke gapura warna ungu jangan parkir motor di dalam mall mahal ribet pake stnk
"gampang dapetnya sih, tapi tolong metode pembayaran nya tambahin qris kalo bisa... soalnya aku ga pke gopay dan jarang pegang cash ka... gpke m-banking jg 😿",3,gampang dapetnya sih tapi tolong metode pembayaran nya tambahin qris kalo bisa soalnya aku ga pke gopay dan jarang pegang cash ka gpke mbanking jg 
cepat aman tidak bertele-tele,5,cepat aman tidak berteletele
jozzzzzz,5,jozzzzzz
ok josss,5,ok josss
"SEMENJAK DIPEGANG GRAB SISTEM JADI HANCUR, APLIKASI SERING BUG KELUAR TIBA2,DAPET DRIVER JAUH,PESEN MAKANAN LAMA DAPAT DRIVERNYA ANCUR SEKARANG PENYEBAB UTAMA ITU DARI GRAB,MUNGKIN MAU DIHANCURIN PELAN2 LEWAT SISTEM BUSUK DARI DALAM SAMA GRAB JANGAN SALAHIN SISTEM YG SEKARANG, HARUSNYA SALAHINN GRAB YG JELAS2 MERUSAK DARI DALAM",4,semenjak dipegang grab sistem jadi hancur aplikasi sering bug keluar tibadapet driver jauhpesen makanan lama dapat drivernya ancur sekarang penyebab utama itu dari grabmungkin mau dihancurin pelan lewat sistem busuk dari dalam sama grab jangan salahin sistem yg sekarang harusnya salahinn grab yg jelas merusak dari dalam
30 menit nyari pickup baju aja gak ada yang ngambil iya rush hour tapi itu gojek pagi banyak ngapain ngebit kalau gak mau ngambil,1, menit nyari pickup baju aja gak ada yang ngambil iya rush hour tapi itu gojek pagi banyak ngapain ngebit kalau gak mau ngambil
driver ramah dan komunikatif,5,driver ramah dan komunikatif
gaskeun,5,gaskeun
👍,5,
Alhamdulillah lancar..,5,alhamdulillah lancar
sangat memuaskan di keperluan,5,sangat memuaskan di keperluan
"setelah update, buka menu kecuali dahsboard utama susah banget. mau pesan aja nunggu lebih dari dua menit baru kebuka.",2,setelah update buka menu kecuali dahsboard utama susah banget mau pesan aja nunggu lebih dari dua menit baru kebuka
"percuma kasih rating kalo gak dibaca keluhan konsumen, untuk daerah daerah yang mitranya pake bentor tolong kasih opsi lain selain motor, bentor agak lama datangnya untuk org org yang udah kepepet jam masuk kerja",3,percuma kasih rating kalo gak dibaca keluhan konsumen untuk daerah daerah yang mitranya pake bentor tolong kasih opsi lain selain motor bentor agak lama datangnya untuk org org yang udah kepepet jam masuk kerja
sangat baik,5,sangat baik
pokoknya mantap deh,5,pokoknya mantap deh
Orang Baik,5,orang baik
tepat waktu....keren.,5,tepat waktukeren
Palagoda (aPA yang Lo cAri Gojeg aDA,5,palagoda apa yang lo cari gojeg ada
terimakasih sudah membantu memudahkan transportasi kami,5,terimakasih sudah membantu memudahkan transportasi kami
sangat memuaskan,5,sangat memuaskan
pedas,4,pedas
cukup. membantu,5,cukup membantu
sekarang susah banget cari driver sering di cancel,1,sekarang susah banget cari driver sering di cancel
Apk sialan gw nyari dari tadi di cancel Mulu,5,apk sialan gw nyari dari tadi di cancel mulu
sangat puas,5,sangat puas
"gajelas ni makin ksini, di kasih taunya tinggal berapa menit lagi sedangkan jalannya masih jauh, chat juga delay bgt ngirimny padahal jaringan bagus, saya juga harus relog terus tiap mau liat driver jalan apa tidak, kalau ga relog ya ga kliatan jalannya, saya chat driverny dia bilang jalan kok tapi di map ga jalan jalan.",3,gajelas ni makin ksini di kasih taunya tinggal berapa menit lagi sedangkan jalannya masih jauh chat juga delay bgt ngirimny padahal jaringan bagus saya juga harus relog terus tiap mau liat driver jalan apa tidak kalau ga relog ya ga kliatan jalannya saya chat driverny dia bilang jalan kok tapi di map ga jalan jalan
gojek murah,5,gojek murah
Lancar & Aman 🤝👍,5,lancar  aman 
"Mudah di fahamai dan banyak pilihan, serta membantu dlm setiap keperluan.",5,mudah di fahamai dan banyak pilihan serta membantu dlm setiap keperluan
kenapa skrg pilihan GO-RIDE hemat udah ga ada padahal itu sangat membantu anak2 sekolah yg uang sakunya minim.. semoga nanntinya akan ada GO-RIDE hemat lagi,5,kenapa skrg pilihan goride hemat udah ga ada padahal itu sangat membantu anak sekolah yg uang sakunya minim semoga nanntinya akan ada goride hemat lagi
buat apa ada gojek hemat kalo pas mau dipake susah dapet driver,1,buat apa ada gojek hemat kalo pas mau dipake susah dapet driver
"aku isi pulsa aja gak sampe ,isi 2 x ternyata saldo kubketarik kuota .gak masuk ..",1,aku isi pulsa aja gak sampe isi  x ternyata saldo kubketarik kuota gak masuk 
"kok saya pake mode booking cepat malah yg dapet jauh banget, yg deket deket ga ada yg mau ambil",1,kok saya pake mode booking cepat malah yg dapet jauh banget yg deket deket ga ada yg mau ambil
sangat membantu perjalanan saya sangat cepat memilh rute,5,sangat membantu perjalanan saya sangat cepat memilh rute
"Driver susah didapatkan, bikin waktu kebuang² padahal lagi urgent",1,driver susah didapatkan bikin waktu kebuang padahal lagi urgent
